Datetime,Text,Username,location
2021-02-11 18:08:30+00:00,"@aliandottcom @KompasTV Busser dan influencer kan beda bos, influenser brfungsi menyampaikan program pemerintah. Cth, KH Maman Abdurahman sbg tokoh dan ulama utk menyampaikan kesadaran masyarakat ttg covid-19 dan manfaat vaksinasi. Ini disebut influencer.",kevynsaverio,
2021-02-11 18:06:46+00:00,"Tahu kan kenapa vaksinasi Covid-19 itu PENTING? Kalau kamu, aku dan sebagian besar masyarakat Indonesia divaksin maka akan terbentuk kekebalan tubuh bersama sehingga laju Covid-19 bisa dihentikan dan kita, para pelaku ekonomi, dapat kembali menggerakkan roda perekonomian. @jokowi https://t.co/l0otG0PQ4u",olietamami,South Caucasus
2021-02-11 17:55:49+00:00,Sekda Aceh Berbagi Kiat Sukses Vaksinasi Covid-19 Nakes https://t.co/JRl4PdwyKH,Baranewsaceh,Banda Aceh
2021-02-11 17:47:21+00:00,Menkes Sebut Vaksinasi Mandiri Covid-19 Tunggu Restu KPC PEN https://t.co/sveZDFWThG,CNNIndonesia,
2021-02-11 17:45:09+00:00,"Video Menkes Datang ke KPK Bahas Program Vaksinasi Mandiri Covid-19 - https://t.co/YoYxGD8QVN

#INDONESIA",IDCorner,"Central Java, Indonesia"
2021-02-11 17:37:54+00:00,"Polda Jawa Tengah (Jateng) menggelar apel kesiapan bhabinkamtibmas dan tenaga kesehatan sebagai tracer dan vaksinasi COVID-19, di Gedung Borobudur Mapolda Jateng

https://t.co/Zdk4ty6WWd",monologis_id,BANDAR LAMPUNG
2021-02-11 17:36:32+00:00,"Jelang Pensiun dari Jabatan Wali Kota Solo, FX Rudy Divaksinasi Covid-19: Wali Wali Kota Solo FX Hadi Rudyatmo (Rudy) tidak bisa menutupi rasa harunya saat akan melakukan vaksinasi Covid-19, di RSUD Bung Karno, Kamis (11/2). Ia bahkan sempat menitikan… https://t.co/7gBXjzmRHB",merdekadotcom,Indonesia
2021-02-11 17:02:32+00:00,Jumlah Harian Penerima Vaksinasi Covid-19 pada 11 Februari 2021 https://t.co/UmkQYKLCxn https://t.co/tHuxyM98uO,InvestorID,"Jakarta, Indonesia"
2021-02-11 16:57:23+00:00,"COVID-19: Infovax bakal hapus keraguan, kebimbangan berkaitan vaksinasi https://t.co/QlLMyPtKf8",amalmedianews,
2021-02-11 16:54:03+00:00,"Polres Grobogan gelar Apel kesiapan Bhabinkamtibmas dan Tenaga Kesehatan sebagai Tracer dan Vaksinasi Covid-19 di Halaman Mapolres, https://t.co/IEzvVA4zcH",grobogan_polres,
2021-02-11 16:25:49+00:00,Ilmuwan : keberhasilan program vaksinasi Covid-19  dapat mepengaruhi kinerja pertumbuhan ekonomi Indonesia. https://t.co/VQmiEDYkai,OcheEnod,"Jakarta Capital Region, Indone"
2021-02-11 16:25:24+00:00,Ilmuwan : keberhasilan program vaksinasi Covid-19  dapat mepengaruhi kinerja pertumbuhan ekonomi Indonesia. https://t.co/GlyBoEEBqk,BesongSatu,
2021-02-11 16:25:06+00:00,Ilmuwan : keberhasilan program vaksinasi Covid-19  dapat mepengaruhi kinerja pertumbuhan ekonomi Indonesia. https://t.co/Xky2DvfUkD,Batman_Monyok,Indonesia
2021-02-11 16:03:37+00:00,"Polres Boyolali Gelar Apel Kesiapan Bhabinkamtibmas Dan Tenaga Kesehatan Sebagai Tracer dan Vaksinasi Covid-19

Boyolali - Apel kesiapan tersebut dipimpin langsung Kapolres Boyolali AKBP Morry Ermond, S.I.K., M.T diikuti Tenaga Kesehatan dan 103 Bhabinka… https://t.co/AaGOASb47v https://t.co/6jLtM8Ycwm",polwonosegoro,"Andong, Indonesia"
2021-02-11 15:59:37+00:00,"COVID-19: Infovax bakal hapus keraguan, kebimbangan berkaitan vaksinasi
#AWANInews #AWANI745 #HapusCOVID19
https://t.co/bmoQOZLGtX",501Awani,Malaysia
2021-02-11 15:58:19+00:00,Pesan berisi tawaran pendaftaran vaksinasi COVID-19 itu bukanlah pesan resmi WHO.  https://t.co/U9t2ARkD9c,republikaonline,"Jakarta, Indonesia"
2021-02-11 15:45:40+00:00,"Senin sampai sabtu standby vaksinasi covid dan di senin sampai sabtu pula ada KAP yang ngambil sample data, ingin membelah diri aja rasanya 😵🥴",kuahmiepangsit,
2021-02-11 15:42:19+00:00,Polri Dukung Pemerintah Laksanakan Tracing dan Vaksinasi Covid-19 https://t.co/yA8C4m1q76,medcom_id,"Jakarta Capital Region, Indone"
2021-02-11 15:40:12+00:00,Kepala laboratorium rekayasa genetika terapan dan protein desain LIPI lansia memerlukan vaksinasi untuk memperkuat sistem kekebalan tubuh melawan virus corona penyebab Covid-19. https://t.co/PZZ9p0SUKp,Batman_Monyok,Indonesia
2021-02-11 15:39:59+00:00,Kepala laboratorium rekayasa genetika terapan dan protein desain LIPI lansia memerlukan vaksinasi untuk memperkuat sistem kekebalan tubuh melawan virus corona penyebab Covid-19. https://t.co/ZTY99WE8ax,OcheEnod,"Jakarta Capital Region, Indone"
2021-02-11 15:39:38+00:00,Kepala laboratorium rekayasa genetika terapan dan protein desain LIPI lansia memerlukan vaksinasi untuk memperkuat sistem kekebalan tubuh melawan virus corona penyebab Covid-19. https://t.co/lGr1WnQm1E,BesongSatu,
2021-02-11 15:34:35+00:00,Vaksinasi Covid-19 Mandiri Masih Akan Dikaji https://t.co/OvdNZa5k6d,AhmadNorMaulana,"Jakarta Utara, DKI Jakarta"
2021-02-11 15:34:33+00:00,"Vaksinasi Covid-19 tenaga kesehatan lanjut usia di Solo, Jawa Tengah dimulai pada Kamis (11/2/2021). https://t.co/g4RXBPVma0",kompascom,Jakarta
2021-02-11 15:29:03+00:00,Mantan Menkes Nafsiah Mboi dan Prof Tjandra Yoga Ikut Vaksinasi COVID-19 di RSUP Fatmawati https://t.co/TWVrsToxOa,liputan6dotcom,INDONESIA
2021-02-11 15:24:45+00:00,"Sebanyak 1.120 Nakes di RSUD Sayang Cianjur Jalani Vaksinasi Covid-19

 https://t.co/ilQXrdSBlI via @cianjurtoday_",cianjurtoday_,Cianjur 
2021-02-11 15:15:55+00:00,"Baru ku tahu, setahun yg lepas fokusnya untuk perangi Covid19 je. Yang lain kita buat sikit2. lepas Covid baru push all out. Ko tgk PN all out lepas program vaksinasi.",drzulzamir1,"Johor Bahru, Johor"
2021-02-11 15:15:48+00:00,"Keberhasilan program vaksinasi Covid-19 dapat pengaruhi pertumbuhan ekonomi Indonesia. Dari sisi kesehatan publik,jika sebagian besar masyarakat memiliki antibodi kuat, maka akan tercapai Herd Immunity...
@jokowi  Lawan Pandemi https://t.co/OpT2soJ2xh",RBonafida,
2021-02-11 15:14:43+00:00,"Persaudaraan kita menjadi lebih erat, keberagaman semakin menjadi perekat persatuan bangsa kita.

Jaga diri, Lindungi Negeri.

Mari bersatu melawan virus korona dgn selalu dsplin menerapkan protokol kesehatan pencegahan penularan penyebaran Covid-19 dan brsm Sukseskan vaksinasi.",PrasetyoEdi_,Jakarta Capital Region
2021-02-11 15:07:03+00:00,"Alhamdulillah terima kasih @drpriono1! Sekarang hampir semua bisa divaksinasi
✅ Lansia
✅ Penyintas COVID-19 
✅ Busui

Yuk teman-teman nakes yang kemarin ditolak bisa coba lagi utk menjadwalkan vaksinasi 💉 https://t.co/VWzscPC3PL",heyyyairsss,
2021-02-11 15:04:39+00:00,"Kemarin bidan abis di vaksinasi malah terpapar Covid..🙄
Sekarang dokter abis di vaksin mengalami sesak nafas😒

Maaf saya izin ketawa🤣🙈 tuh kan bener apa kata ku abis di vaksin malah terpapar Covid lebih baik gak usah di vaksin tar orang sehat bisa jadi sakit tuh..🙃",ChaStoryJujur,The City Tasikmalaya
2021-02-11 14:54:39+00:00,Menkes: Vaksinasi Covid-19 Tenaga Kesehatan Tembus Satu Juta https://t.co/1cctSN4JS7,Tandaseru_id,
2021-02-11 14:53:54+00:00,"Metode Testing Dan Tracing Baru, Yang Berjakan Bersamaan Vaksinasi Dapat Redam Penyebaran Covid-19.

Meski Begitu masyarakat harus tetap disiplin menjalankan protokol kesehatan dalam beraktivitas.

#PDIPerjuangan 
#SolidBergerak",PDI_Perjuangan,Indonesia
2021-02-11 14:52:00+00:00,Vaksinasi Covid 19 Puskesmas Teunom Kab. Aceh Jaya https://t.co/UrACrpfkM5,aulia_ahadiaDr,Indonesia
2021-02-11 14:48:02+00:00,"Kabid Humas Polda Metro Jaya Kombes Yusri Yunus memastikan polisi sudah menyelidiki kasus selebgram Helena Lim menerima suntikan vaksinasi Covid-19 gratis di Puskesmas Kebon Jeruk, Jakarta Barat. #HelenaLim https://t.co/ZNgQdI5aGa",jpnncom,Indonesia
2021-02-11 14:47:37+00:00,"Data Pemilih KPU mendukung Program Nasional dalam Pelaksanaan Vaksinasi Covid-19
https://t.co/nSTgaDLaov

#kpumelayani https://t.co/49Dlxlwkbt",FadlykaHarahap,Indonesia
2021-02-11 14:46:33+00:00,"@emaaaysari @FaisalBasri @MalaKlose pemerintah sudah melakukan yang terbaik dalam menangani pandemi covid-19, dukung program vaksinasi pemerintah agar indonesia cepat sembuh dari covid-19",Initwiterya3,
2021-02-11 14:45:19+00:00,"PENGUMUMAN
Pelayanan vaksinasi COVID-19 di Puskesmas Gribig dilaksanakan setiap Senin pukul 8.00-11.00 WIB dan Jumat 8.00-10.00 WIB. Persyaratan vaksinasi dengan membawa KTP dan sudah terdaftar di SISDMK/ mendapat e-tiket.
#vaksinasiCOVID19
#vaksinasiCOVID19malang
#VaksinCovid19 https://t.co/qKx27MqVmb",GribigPuskesmas,"Kedungkandang, Indonesia"
2021-02-11 14:27:12+00:00,"Presiden: Vaksinasi Covid-19 Dilakukan Secara Klaster, Bukan Perorangan https://t.co/6WNZ7bc1tk",tribunnews,Indonesia
2021-02-11 14:21:26+00:00,"4 Arahan Presiden @jokowi dalam Munas APEKSI 
Yakni, pengendalian laju penyebaran Covid-19, percepatan vaksinasi, memperbanyak program padat karya, dan pemberian bantuan sosial bagi masyarakat terdampak pandemi. https://t.co/8w61kuz0Ya",emjiti_88,"Jawa Tengah, Indonesia"
2021-02-11 14:15:25+00:00,"Vaksinasi Covid-19 untuk Lansia Jamin Proteksi WNI Senior 

#SatgasCovid19 #IngatPesanIbu #PakaiMasker #JagaJarak #JagaJarakHindariKerumunan #CuciTangan #CuciTanganPakaiSabun

https://t.co/bLMpnMGkMw",mediaindonesia,Jakarta - Indonesia
2021-02-11 14:10:25+00:00,PM @MuhyiddinYassin akan menjadi orang pertama untuk menerima suntikan vaksin COVID-19 apabila program vaksinasi dilaksanakan di Malaysia - @Khairykj https://t.co/qB4YIDGLYA,BernamaTV,Kuala Lumpur
2021-02-11 14:09:39+00:00,"Menkes Budi Gunadi Sadikin MINTA TAMBAHAN ANGGARAN utk PENANGANAN dan PEMULIHAN pandemi COVID-19 di tahun 2021.

Rencana TAMBAHAN ANGGARAN Rp 132 triliun yg diajukan @KemenkesRI bakal digunakan utk VAKSINASI COVID-19 dan PERAWATAN Pasien.

https://t.co/7keUw55kMo",sirajapadoha,"Jakarta Selatan, DKI Jakarta"
2021-02-11 14:09:02+00:00,Jokowi Tegaskan Vaksinasi Harus Tepat Sasaran #vaksin #covid #jokowi https://t.co/7AOEutd43M,KabarSiang,Jakarta Capital Region
2021-02-11 14:04:53+00:00,"Usut dan jangan sampai terjadi lagi!

Pemberian awal Vaksinasi Covid-19 harus dilakukan sebagaimana aturan yang telah ditetapkan. 

Jangan biarkan celah ini terjadi kembali. 
#VaksinasiCovid19
#LawanCovid19 https://t.co/P95NqislF9",DPWNasDemJKT,
2021-02-11 13:58:11+00:00,"Vaksinasi Covid-19 Tenaga Kesehatan di Puskesmas Kecamatan Cengkareng.

https://t.co/sSYjrVYPI7

#PemkotJB #PemprovDKIJakarta #JakartaTanggapCorona #HadapiBersama #JagaJakarta #PandemiBelumUsai",kotajakbar,"Blok A Lantai 9, Walikota JB"
2021-02-11 13:58:09+00:00,Wakapolda Jambi Lakukan Vaksinasi Covid-19 https://t.co/kFfVULVGH4,Tandaseru_id,
2021-02-11 13:53:25+00:00,"Kabut bisa tiba-tiba datang, bisa juga cepat menghilang saat sinar mentari datang. Begitu juga Covid-19 yang kita yakini akan segera berlalu, seiring terlaksananya program vaksinasi nasional, dan peningkatan kedisiplinan dalam menerapkan protokol kesehatan. https://t.co/raN2RcwW6k",binofficial_ri,
2021-02-11 13:52:32+00:00,Kapan Vaksinasi Covid-19 Bagi Masyarakat Umum? Moeldoko: Paling Lambat Bulan April https://t.co/cwgn8KdxRY,Konfrontasi_co,Jakarta
2021-02-11 13:52:03+00:00,Waduh! 15 Nakes Positif Covid-19 Usai Vaksinasi https://t.co/8gKi4ZaoNS,haluanharian,"West Sumatra, Indonesia"
2021-02-11 13:50:08+00:00,"@jokowi Lawan Pandemi
Satuan Tugas (Satgas) Penanganan COVID-19 mengemukakan vaksin COVID-19 untuk kelompok lanjut usia (lansia) sudah teruji keamanannya, dimana BPOM telah mengeluarkan Emergency Use of Authorization (EUA) 
Jgn takut di Vaksinasi ya. https://t.co/gjEkdM9BL7",Sherin_Tiara,इंडियन टेलीफ़ोन इंडस्ट्री मानकप
2021-02-11 13:43:03+00:00,2.155 Tenaga Kesehatan di Madiun Sudah Vaksinasi Covid-19 https://t.co/e99vssP9qU https://t.co/Ho14mTai6F,soloposdotcom,"Solo, Central Java, Indonesia"
2021-02-11 13:37:33+00:00,"Vaksinasi Covid-19 untuk orang lanjut usia dimulai Senin (8/2/2021), termasuk di Jakarta.

Penerima vaksin usia 60 tahun ke atas mengaku tak merasakan gejala apapun usai disuntik vaksin.

@jokowi Lawan Pandemi https://t.co/jLvjSWkZrx",GueTionghoa,
2021-02-11 13:37:19+00:00,"Vaksinasi Covid-19 untuk orang lanjut usia dimulai Senin (8/2/2021), termasuk di Jakarta.

Penerima vaksin usia 60 tahun ke atas mengaku tak merasakan gejala apapun usai disuntik vaksin.

@jokowi Lawan Pandemi https://t.co/fXR4eiXfkK",DivaCatrii,
2021-02-11 13:37:11+00:00,"Vaksinasi Covid-19 untuk orang lanjut usia dimulai Senin (8/2/2021), termasuk di Jakarta.

Penerima vaksin usia 60 tahun ke atas mengaku tak merasakan gejala apapun usai disuntik vaksin.

@jokowi Lawan Pandemi https://t.co/nKepqAlgSX",MpokMae,
2021-02-11 13:28:05+00:00,Kapan Vaksinasi Covid-19 Bagi Masyarakat Umum? Moeldoko: Paling Lambat Bulan April https://t.co/WUlkwQXkG7 #NASIONAL,beningnews,"Jakarta Capital Region, Indone"
2021-02-11 13:24:24+00:00,Vaksin Covid-19: Bagaimana program vaksinasi Indonesia sejauh ini dan seperti apa perbandingannya dengan negara-negara lain? https://t.co/di1ROPKt1V https://t.co/zOZS89WEmG,BBCIndonesia,London - Jakarta
2021-02-11 13:22:19+00:00,"KARANGANYAR - Demi kelancaran pelaksanaan vaksinasi Covid-19 kepada Nakes Puskesmas Jumapolo, Bati Tuud Koramil 12/Jumapolo Pelda Imam Sodirin bersama anggota Satpol PP Jumapolo selalu mendampingi penyuntikan Vaksin Sinovac Tahap ke II kepada Nakes bertempat di Puskesmas Jumapolo https://t.co/2Dkz9bpku2",KodimKarangany1,
2021-02-11 13:22:16+00:00,"Vaksinasi Covid-19, Danrem 081/DSJ : Ini Upaya Wujudkan Masyarakat Sehat dan Produktif https://t.co/yrF38MLg2C 
#TNIADMengabdiDanMembangunBersamaRakyat 
#TNI 
#rakyatbanggaTNI 
@Puspen_TNI 
@NenemonewsC",NenemonewsC,
2021-02-11 13:15:47+00:00,"@jokowi Lawan Pandemi
Kepala Laboratorium Rekayasa Genetika Terapan dan Protein Desain LIPI mengatakan para lansia tetap memerlukan vaksinasi untuk memperkuat kekebalan tubuh melawan virus Corona penyebab COVID-19 krn kasus kematian plg tinggi dr kelompok lanjut usia. https://t.co/o3P5SeRZT2",Rena_mareta,
2021-02-11 13:11:03+00:00,Menkes BGS: Vaksinasi Covid-19 Nakes Tembus 1 Juta Orang https://t.co/k1ZSy9xKE3,Bisniscom,"Jakarta, Indonesia"
2021-02-11 12:57:23+00:00,WHO &amp; Unicef: 130 Negara Belum Lakukan Vaksinasi Covid-19 https://t.co/VGnQtYTOe6 https://t.co/eg9cP3hG8f,Beritasatu,Jakarta
2021-02-11 12:54:43+00:00,"Ibu Nafsiah Mboi dan Prof Tjandra Yoga menjadi bagian dari tenaga kesehatan berusia diatas 60 tahun yang telah divaksin COVID-19. 

Kira-kira apa kata mereka tentang vaksinasi COVID-19 di Indonesia?

#VaksinUntukLansia 
#VaksinasiNasional https://t.co/8TMyZCzqhc",KemenkesRI,"Jakarta, Indonesia"
2021-02-11 12:47:44+00:00,Vaksinasi Covid-19 di Sumut belum berjalan lancar. Terdapat 2.640 nakes yang menjadi prioritas batal menjalani vaksinasi.  https://t.co/UvQHMB08qX,mediaindonesia,Jakarta - Indonesia
2021-02-11 12:46:33+00:00,"Polres Boyolali Gelar Apel Kesiapan Bhabinkamtibmas Dan Tenaga Kesehatan Sebagai Tracer dan Vaksinasi Covid-19

Boyolali - Apel kesiapan tersebut dipimpin langsung Kapolres Boyolali AKBP Morry Ermond, S.I.K., M.T diikuti Tenaga Kesehatan dan 103 Bhabinkamtibmas jajaran Polres Byl https://t.co/Ek1S06hmlK",polsekmusuk,
2021-02-11 12:43:20+00:00,"Pak Dhe Jokowi menambahkan saat ini yang perlu dilakukan pemerintah daerah adalah persiapkan manajemen untuk percepatan vaksinasi. Karena dalam waktu dekat ini vaksinasi Covid-19 akan menyasar ke pelayanan publik.
https://t.co/vHqDSt00Na",Dalbo94258192,
2021-02-11 12:41:29+00:00,"Vaksinasi tahap II di Kabupaten Pasuruan, dimulai hari ini.
 Bupati Pasuruan, HM Irsyad Yusuf kembali disuntik Vaksin Sinovac bersama 8 pejabat publik lain dan 3 orang dokter (tenaga kesehatan), di Posko Satgas Penanganan Covid-19 Kabupaten Pasuruan, Kamis (11/02/2021) pagi. https://t.co/FfQ7UIhLlp",pemkabpasuruan_,"Kabupaten Pasuruan, Jawa Timur"
2021-02-11 12:37:49+00:00,"Cakupan vaksinasi covid nakes dosis ke 2  sampai 11 feb 2021
Total di vaksin 2080, Tunda 47 https://t.co/6UN6HVbMaB",radio_kotabatik,Kota Pekalongan
2021-02-11 12:36:53+00:00,"Lansia perlu melakukan vaksinasi untuk memperkuat imun lawan Covid. 

@Dayat_sby @Ritafauzh https://t.co/UWtYyNogHe",mauritasaa,
2021-02-11 12:36:19+00:00,"Lansia perlu melakukan vaksinasi untuk memperkuat imun lawan Covid. 

@MJ_maryo @MARSUDI__ https://t.co/PjskIuahbC",naypsha,
2021-02-11 12:35:50+00:00,"Selain itu, pak Dhe Jokowi menginginkan pemberian vaksin tidak hanya dilakukan di pusat kesehatan masyarakat (Puskesmas). Ia berharap, Vaksinasi Covid-19 bisa dilakukan secara massal kepada masyarakat untuk mencapai herd immunity.
https://t.co/M3cs74Xo9d",Dalbo94258192,
2021-02-11 12:33:59+00:00,"Pemerintah menargetkan total populasi yang divaksinasi sebesar 181,5 juta orang di Indonesia, untuk dapat mencapai kekebalan kelompok atau herd immunity.

Dukung program vaksinasi COVID-19 dengan tetap disiplin menjalankan 3M dan siap divaksinasi saat giliran kita tiba.

#KPCPEN",lawancovid19_id,Indonesia
2021-02-11 12:33:58+00:00,"Sudah hampir sebulan berlalu sejak pelaksanaan vaksinasi COVID-19 pertama di Indonesia yang berlangsung 13 Januari 2021. Kini pada 11 Februari 2021, sudah 1 juta tenaga kesehatan divaksinasi, dari target sasaran sebesar 1,4 juta tenaga kesehatan.

#KPCPEN https://t.co/CkOaai8M8s",lawancovid19_id,Indonesia
2021-02-11 12:21:38+00:00,"Kementerian Kesehatan dan KPK bertemu dalam rangka koordinasi program vaksinasi Covid-19 terutama terkait program vaksin mandiri, 11 Februari. (1/2) https://t.co/MMv8gyvSxH",KPK_RI,"Jakarta, Indonesia"
2021-02-11 12:20:31+00:00,Pemerintah daerah diminta @jokowi persiapkan manajemen untuk percepatan vaksinasi. Karena dalam waktu dekat ini vaksinasi Covid-19 akan menyasar ke pelayanan publik. Sebelumnya pemda diminta untuk bagikan masker dan jangan hanya menghimbau. @kemendagri https://t.co/0JfMFFsiqM,JendralKfc,Republik Indonesia 🇮🇩
2021-02-11 12:12:56+00:00,"KARANGANYAR 
 bertempat di Aula Kec. Jatiyoso, Kab Karanganyar Serda Suwardi Anggota koramil 15/Jatiyoso mewakili Danramil melaksanakan Sosialisasi pendataan Vaksinasi Covid -19 Tahab II. https://t.co/pG7le9KF6Y",13_koramil,
2021-02-11 12:12:00+00:00,"Palestina baru mulai vaksinasi COVID-19 pekan lalu setelah menerima bantuan pribadi dari Presiden Rusia Vladimir Putin sebanyak 10 ribu dosis vaksin Sputnik.

Sementara Israel baru kirim 2000 dari 5000 dosis vaksin yang dijanjikan untuk Palestina. https://t.co/faG8a0j1Jn",voaindonesia,"Washington, DC"
2021-02-11 12:10:27+00:00,"KARANGANYAR
bertempat di Aula Kec. Jatiyoso, Kab Karanganyar Serda Suwardi Anggota koramil 15/Jatiyoso mewakili Danramil melaksanakan Sosialisasi pendataan Vaksinasi Covid -19 Tahab II. https://t.co/j3GvaibDsU",13_koramil,
2021-02-11 12:09:08+00:00,Polres Boyolali Gelar Apel Kesiapan Bhabinkamtibmas Dan Tenaga Kesehatan Sebagai Tracer dan Vaksinasi Covid-19 https://t.co/2iLJuorLv0,PolsekKemusu,
2021-02-11 12:08:55+00:00,"Vaksinasi COVID-19 di Barito Selatan Menggunakan Basis Data Pemilih KPU

https://t.co/Sx1M1rxZs1",BORNEONEWS,"Central Borneo, Indonesia"
2021-02-11 12:05:40+00:00,"Polres Boyolali Gelar Apel Kesiapan Bhabinkamtibmas Dan Tenaga Kesehatan Sebagai Tracer dan Vaksinasi Covid-19

Boyolali - Apel kesiapan tersebut dipimpin langsung Kapolres Boyolali AKBP Morry Ermond, S.I.K., M.T diikuti Tenaga Kesehatan dan 103 Bhabinkamtibmas jajaran https://t.co/eTunF7nDNH",PolsekJuwangi,
2021-02-11 12:04:18+00:00,"Beri Edukasi 3M, 3T, Vaksinasi dan Penyakit Komorbid di wilayah Kodim 1608/Bima. Masyarakat diberikan pemahamantentang pentingnya menjaga diri dan keluarga melalui kegiatan Vaksin yang dilakukan oleh pemerintah untuk menekan angka penularan Covid-19. Kamis 110221 https://t.co/fAv6QtXlNp",1608Bima,
2021-02-11 12:02:57+00:00,"Kapolres Lumajang AKBP Eka Yekti Hananto Seno, S.I.K., https://t.co/8g1S6XVWb1. melalui Ps. Ka. SPKT II Polsek Senduro Aipda Ribut Erry Saputra melaksanakan monitoring kegiatan vaksinasi covid-19 untuk tenaga kesehatan di Puskesmas Senduro, hari kamis 11 Februari 2021. https://t.co/UAV8VmfPAr",Polsek_senduro,"Senduro, Indonesia"
2021-02-11 11:53:02+00:00,Ini Jadwal Vaksinasi COVID-19 untuk Masyarakat Umum https://t.co/kCLxeb6oDD,VIVAcoid,
2021-02-11 11:50:28+00:00,"Kawal Vaksinasi Covid-19, Polda NTB Terjunkan 1.137 Bhabinkamtibmas &amp; 350 Nakes

https://t.co/Gd65pG4nKk",KurioID,Indonesia
2021-02-11 11:45:02+00:00,Dukung program vaksinasi COVID-19 dengan tetap menjalankan 3M secara disiplin dan siap divaksinasi saat giliran kita tiba.,pikobar_jabar,"West Java, Indonesia"
2021-02-11 11:42:33+00:00,"ACEH SELATAN| Dinas Kesehatan (Dinkes) Kabupaten Aceh Selatan Kamis (11/2/2021) kembali melanjutkan pelaksanaan Vaksinasi Covid-19 yang berlansung dibeberapa Faskes Aceh Selatan.

Kadis Kesehatan AcehSelatan Novi Rosmita yang didampingi Kabid P2P Sri

https://t.co/2CRbTMmyLu https://t.co/uiX4wgMSPa",orbitdaily,"Medan, Sumatera Utara"
2021-02-11 11:42:01+00:00,"mengatakan peserta vaksinasi ini adalah para guru besar yang merupakan tenaga pendidik pelayanan spesialis.

Jubir vaksinasi COVID-19 dr. Siti Nadia Tarmizi, M.Epid mengatakan vaksinasi untuk usia di atas 60 tahun ini adalah komitmen dari pemerintah https://t.co/d0rc5KOVH5",pikobar_jabar,"West Java, Indonesia"
2021-02-11 11:41:21+00:00,"RSUP Dr. Cipto Mangun kusumo menggelar vaksinasi COVID-19 perdana bagi 15 dokter yang berusia di atas 60 tahun. Direktur Utama RS Dr. Cipto Mangunkusumo, dr. Lies Dina Liastuti, SpJP(K) https://t.co/Pz0MNOzzfK",pikobar_jabar,"West Java, Indonesia"
2021-02-11 11:40:30+00:00,"Setelah Badan POM menerbitkan izin persetujuan dalam kondisi darurat (Emergency Use Authorization/EUA) bagi vaksin COVID-19 CoronaVac untuk usia 60 tahun ke atas, maka pada tanggal 8 Februari 2021, pelaksanaan vaksinasi bagi nakes dengan usia tersebut dimulai. https://t.co/tI55yF4nlV",pikobar_jabar,"West Java, Indonesia"
2021-02-11 11:39:47+00:00,Polres Boyolali Gelar Apel Kesiapan Bhabinkamtibmas Dan Tenaga Kesehatan Sebagai Tracer dan Vaksinasi Covid-19 https://t.co/dV78xiQXRi,PolsekBanyudono,
2021-02-11 11:38:04+00:00,52 Nakes Usia 60 Tahun ke Atas di RSUP Dr M Djamil Padang Ikuti Program Vaksinasi Covid-19 https://t.co/YGWrv8c0By,haluanharian,"West Sumatra, Indonesia"
2021-02-11 11:36:32+00:00,Kemenag Lakukan Pendataan Target Sasaran Vaksinasi Covid 19 Tahap II https://t.co/ujDRfOWwTJ,radarbangsa_com,"DKI Jakarta, Indonesia"
2021-02-11 11:35:03+00:00,"Walau Kekurangan Alat Suntik, Jepang Segera Mulai Vaksinasi Covid-19 https://t.co/9tkFjmaDkn https://t.co/g7KAcceev4",Beritasatu,Jakarta
2021-02-11 11:33:49+00:00,"#Healthies, sejak dimulai pada 14 Januari yang lalu, cakupan vaksinasi COVID-19 bagi tenaga kesehatan di seluruh Indonesia mencapai 1.017.186 orang. 

#1JutaVaksinasiAman https://t.co/gZ60YFCTAY",KemenkesRI,"Jakarta, Indonesia"
2021-02-11 11:30:32+00:00,52 Nakes Usia 60 Tahun ke Atas Ikuti Program Vaksinasi Covid-19 https://t.co/xao2HjRPhI,haluanharian,"West Sumatra, Indonesia"
2021-02-11 11:29:16+00:00,"Menkes @BudiGSadikin menyampaikan, cakupan vaksinasi COVID-19 bagi tenaga kesehatan mencapai 1 juta orang. #KabarKabinet @KemenkesRI 

https://t.co/SYgXg6kPUc",setkabgoid,Jakarta
2021-02-11 11:28:44+00:00,Menkes: Vaksinasi COVID-19 Bagi Tenaga Kesehatan Capai Satu Juta https://t.co/nmVtZWUCfC,kabarpolitik,jakarta
2021-02-11 11:27:48+00:00,"Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Salahuddin Uno menuturkan, Bali akan mendapat prioritas dalam pengadaan vaksinasi covid-19 mandiri oleh para pengusaha.   https://t.co/1jjImQq50Z",mediaindonesia,Jakarta - Indonesia
2021-02-11 11:27:08+00:00,"#RilisSehat

Polri Dukung Pemerintah Dalam Melaksanakan Tracing dan Vaksinasi COVID-19 @KemenkesRI 

https://t.co/naOaAQeHW0 https://t.co/59ANRDVbH3",KemenkesRI,"Jakarta, Indonesia"
2021-02-11 11:26:51+00:00,Puluhan Staff dan Nakes PMI Kota Tangerang Jalani Vaksinasi Covid-19 Tah... https://t.co/CQdlDn1FzL lewat @YouTube,wartakotalive,Jalan Palmerah Barat 33-37 Jkt
2021-02-11 11:22:37+00:00,"Selanjutnya, setelah tenaga kesehatan, target vaksinasi mulai bergeser ke pekerja publik seperti TNI dan Polri mulai Maret 2021 sehingga pelayanan publik bisa optimal.

Ayo kita dukung vaksinasi Covid-19 agar Indonesia bebas pandemi.

#1jutaVaksinasiAman
#BUMNuntukIndonesia",waskita_karya,Indonesia
